person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg,earliest,latest,task_type,priority,window_minutes,slack_minutes,potentially_tight
P3383,F014,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",38.0,F014,F017,10,T1,1,95.0,2026-08-06 09:23,2026-08-08 10:07,shift,3,2924,2914,0
P3384,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0,2026-08-04 12:01,2026-08-05 14:50,shift,3,1609,1508,0
P3385,A02,F032,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5,2026-08-08 06:58,2026-08-09 08:35,shift,3,1537,1460,0
P3386,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-07 12:10,2026-08-08 14:55,shift,3,1605,1529,0
P3387,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-05 08:48,2026-08-07 09:57,shift,3,2949,2896,0
P3388,F014,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",38.0,F014,F017,10,T1,1,95.0,2026-08-07 09:23,2026-08-08 10:07,shift,3,1484,1474,0
P3389,F003,F008,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,221.0,"[""A01"", ""A02"", ""A03""]",38.0,F003,F008,10,T1,1,95.0,2026-08-04 10:06,2026-08-05 10:17,shift,3,1451,1441,0
P3390,F025,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",34.0,F025,F027,9,T1,1,85.0,2026-08-05 09:36,2026-08-07 10:11,shift,3,2915,2906,0
P3391,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-04 10:52,2026-08-05 13:37,shift,3,1605,1529,0
P3392,F043,F051,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",35.0,F043,F051,9,T1,1,87.5,2026-08-04 10:17,2026-08-06 10:29,shift,3,2892,2883,0
P3393,F039,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5,2026-08-06 09:42,2026-08-06 12:55,production,2,193,139,0
P3394,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-03 08:50,2026-08-03 11:25,production,2,155,98,0
P3395,F013,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,F013,A01,77,T2,0,697.5,2026-08-04 08:26,2026-08-06 09:55,shift,3,2969,2892,0
P3396,F034,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,246.0,"[""A01"", ""A02"", ""A03""]",255.0,F034,A02,70,T2,0,637.5,2026-08-04 10:04,2026-08-07 11:25,shift,3,4401,4331,0
P3397,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0,2026-08-06 08:24,2026-08-08 09:20,shift,3,2936,2887,0
P3398,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0,2026-08-06 16:23,2026-08-08 17:52,shift,3,2969,2920,0
P3399,F025,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",34.0,F025,F027,9,T1,1,85.0,2026-08-05 09:36,2026-08-07 10:11,shift,3,2915,2906,0
P3400,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-07 08:05,2026-08-09 23:59,shift,3,3834,3774,0
P3401,F020,F019,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",36.0,F020,F019,9,T1,1,90.0,2026-08-03 00:00,2026-08-05 10:58,shift,3,3538,3529,0
P3402,LAND,F029,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,A01,F029,51,T1,1,527.5,2026-08-08 09:07,2026-08-09 23:59,shift,3,2332,2281,0
P3403,A01,F005,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0,2026-08-06 09:10,2026-08-09 10:02,shift,3,4372,4326,0
P3404,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5,2026-08-07 07:51,2026-08-09 23:59,shift,3,3848,3799,0
P3405,F006,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",14.0,F006,F007,4,T1,1,35.0,2026-08-05 09:08,2026-08-05 09:48,emergency,1,40,36,0
P3406,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-03 00:00,2026-08-04 08:49,shift,3,1969,1916,0
P3407,F026,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",35.0,F026,F033,9,T1,1,87.5,2026-08-06 07:45,2026-08-07 07:55,shift,3,1450,1441,0
P3408,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5,2026-08-09 07:36,2026-08-09 23:59,shift,3,983,975,0
P3409,A02,F019,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,204.0,"[""A01"", ""A02"", ""A03""]",216.0,A02,F019,52,T1,1,540.0,2026-08-09 07:11,2026-08-09 23:59,shift,3,1008,956,0
P3410,A01,F008,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,221.0,"[""A01"", ""A02"", ""A03""]",221.0,A01,F008,54,T1,1,552.5,2026-08-04 07:10,2026-08-05 08:27,shift,3,1517,1463,0
P3411,F037,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,F037,A03,98,T2,0,897.5,2026-08-03 00:00,2026-08-04 13:42,shift,3,2262,2164,0
P3412,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0,2026-08-05 10:59,2026-08-06 11:10,shift,3,1451,1441,0
P3413,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5,2026-08-07 08:45,2026-08-09 10:02,shift,3,2957,2880,0
P3414,F024,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F024,A01,51,T1,0,527.5,2026-08-07 10:51,2026-08-07 13:44,production,2,173,122,0
P3415,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5,2026-08-03 10:58,2026-08-06 11:53,shift,3,4375,4326,0
P3416,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-07 09:40,2026-08-09 23:59,shift,3,3739,3681,0
P3417,F031,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",44.0,F031,F021,11,T1,1,110.0,2026-08-09 11:08,2026-08-09 11:36,emergency,1,28,17,1
P3418,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5,2026-08-06 10:08,2026-08-08 11:08,shift,3,2940,2887,0
P3419,F002,F004,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",33.0,F002,F004,8,T1,1,82.5,2026-08-04 08:15,2026-08-05 08:56,shift,3,1481,1473,0
P3420,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0,2026-08-08 06:04,2026-08-08 08:12,emergency,1,128,68,0
P3421,F004,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5,2026-08-07 08:53,2026-08-08 10:20,shift,3,1527,1479,0
P3422,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0,2026-08-03 07:02,2026-08-03 10:09,production,2,187,139,0
P3423,LAND,F041,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0,2026-08-03 08:33,2026-08-06 10:42,shift,3,4449,4373,0
P3424,F010,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0,2026-08-03 09:41,2026-08-06 11:09,shift,3,4408,4356,0
P3425,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5,2026-08-05 10:08,2026-08-08 11:08,shift,3,4380,4327,0
P3426,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0,2026-08-03 16:56,2026-08-05 17:52,shift,3,2936,2887,0
P3427,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5,2026-08-08 09:32,2026-08-09 23:59,shift,3,2307,2263,0
P3428,LAND,F042,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,A03,F042,101,T2,1,920.0,2026-08-04 09:02,2026-08-06 11:51,shift,3,3049,2948,0
P3429,F050,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5,2026-08-05 09:44,2026-08-06 11:57,shift,3,1573,1445,0
P3430,F003,F008,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,221.0,"[""A01"", ""A02"", ""A03""]",38.0,F003,F008,10,T1,1,95.0,2026-08-03 10:06,2026-08-06 10:17,shift,3,4331,4321,0
P3431,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-04 06:48,2026-08-04 10:39,production,2,231,158,0
P3432,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5,2026-08-08 08:49,2026-08-09 23:59,shift,3,2350,2308,0
P3433,LAND,F012,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0,2026-08-07 07:14,2026-08-09 08:20,shift,3,2946,2896,0
P3434,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0,2026-08-08 10:24,2026-08-09 23:59,shift,3,2255,2215,0
P3435,F051,F038,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",17.0,F051,F038,5,T1,1,42.5,2026-08-07 09:23,2026-08-09 23:59,shift,3,3756,3751,0
P3436,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0,2026-08-07 10:14,2026-08-09 23:59,shift,3,3705,3646,0
P3437,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5,2026-08-03 06:58,2026-08-04 08:26,shift,3,1528,1475,0
P3438,F038,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5,2026-08-03 00:00,2026-08-04 09:31,shift,3,2011,1939,0
P3439,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0,2026-08-08 10:44,2026-08-09 11:34,shift,3,1490,1452,0
P3440,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5,2026-08-06 08:58,2026-08-07 11:09,shift,3,1571,1500,0
P3441,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0,2026-08-05 15:14,2026-08-08 16:13,shift,3,4379,4330,0
P3442,F045,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",45.0,F045,F048,11,T1,1,112.5,2026-08-06 08:40,2026-08-07 09:14,shift,3,1474,1463,0
P3443,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5,2026-08-09 09:33,2026-08-09 23:59,shift,3,866,738,0
P3444,F039,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5,2026-08-03 00:00,2026-08-04 09:51,shift,3,2031,1977,0
P3445,LAND,F012,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0,2026-08-04 09:39,2026-08-04 12:25,production,2,166,116,0
P3446,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-06 08:14,2026-08-06 11:15,production,2,181,128,0
P3447,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0,2026-08-08 10:24,2026-08-09 23:59,shift,3,2255,2215,0
P3448,F016,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5,2026-08-08 10:32,2026-08-09 23:59,shift,3,2247,2203,0
P3449,F048,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,F048,A03,70,T2,0,635.0,2026-08-05 11:44,2026-08-07 12:54,shift,3,2950,2880,0
P3450,F012,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0,2026-08-03 11:41,2026-08-06 12:47,shift,3,4386,4336,0
P3451,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5,2026-08-03 00:00,2026-08-05 09:31,shift,3,3451,3379,0
P3452,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-08 09:40,2026-08-09 23:59,shift,3,2299,2241,0
P3453,F044,F037,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",54.0,F044,F037,13,T1,1,135.0,2026-08-05 12:07,2026-08-08 12:20,shift,3,4333,4320,0
P3454,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0,2026-08-03 09:07,2026-08-06 09:57,shift,3,4370,4323,0
P3455,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-04 10:04,2026-08-06 11:25,shift,3,2961,2901,0
P3456,F049,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",34.0,F049,F048,9,T1,1,85.0,2026-08-08 07:52,2026-08-09 23:59,shift,3,2407,2398,0
P3457,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5,2026-08-03 00:00,2026-08-04 07:43,shift,3,1903,1850,0
P3458,F003,F008,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,221.0,"[""A01"", ""A02"", ""A03""]",38.0,F003,F008,10,T1,1,95.0,2026-08-04 10:06,2026-08-06 10:17,shift,3,2891,2881,0
P3459,LAND,F043,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5,2026-08-03 10:17,2026-08-05 12:03,shift,3,2986,2903,0
P3460,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5,2026-08-04 10:38,2026-08-06 11:37,shift,3,2939,2888,0
P3461,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0,2026-08-04 08:12,2026-08-07 09:54,shift,3,4422,4362,0
P3462,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5,2026-08-03 00:00,2026-08-05 08:30,shift,3,3390,3336,0
P3463,F037,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",27.0,F037,F040,7,T1,1,67.5,2026-08-03 00:00,2026-08-04 12:23,shift,3,2183,2176,0
P3464,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0,2026-08-08 09:28,2026-08-09 10:14,shift,3,1486,1446,0
P3465,F012,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0,2026-08-08 08:30,2026-08-09 23:59,shift,3,2369,2319,0
P3466,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5,2026-08-04 06:47,2026-08-07 08:16,shift,3,4409,4332,0
P3467,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5,2026-08-06 10:21,2026-08-08 10:30,shift,3,2889,2881,0
P3468,F028,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F028,A01,53,T1,0,542.5,2026-08-06 07:59,2026-08-08 09:16,shift,3,2957,2904,0
P3469,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5,2026-08-05 09:16,2026-08-08 10:27,shift,3,4391,4337,0
P3470,F044,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5,2026-08-07 08:11,2026-08-07 10:25,emergency,1,134,47,0
P3471,A03,F048,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0,2026-08-07 08:31,2026-08-09 10:21,shift,3,2990,2920,0
P3472,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5,2026-08-03 00:00,2026-08-04 16:59,shift,3,2459,2451,0
P3473,LAND,F023,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,A02,F023,73,T2,1,667.5,2026-08-03 06:17,2026-08-06 07:30,shift,3,4393,4320,0
P3474,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-03 00:00,2026-08-05 10:04,shift,3,3484,3431,0
P3475,LAND,F014,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,A01,F014,40,T1,1,410.0,2026-08-06 08:19,2026-08-09 23:59,temporary,4,5260,5220,0
P3476,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0,2026-08-07 09:58,2026-08-09 23:59,shift,3,3721,3669,0
P3477,LAND,F040,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0,2026-08-07 08:17,2026-08-07 12:40,production,2,263,169,0
P3478,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0,2026-08-06 09:28,2026-08-09 10:14,temporary,4,4366,4326,0
P3479,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5,2026-08-04 11:57,2026-08-09 13:00,temporary,4,7263,7211,0
P3480,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5,2026-08-03 16:49,2026-08-04 16:59,shift,3,1450,1442,0
P3481,F003,F008,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,221.0,"[""A01"", ""A02"", ""A03""]",38.0,F003,F008,10,T1,1,95.0,2026-08-04 10:06,2026-08-06 10:17,shift,3,2891,2881,0
P3482,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5,2026-08-07 08:35,2026-08-08 09:50,shift,3,1515,1458,0
P3483,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5,2026-08-06 07:04,2026-08-07 07:55,shift,3,1491,1449,0
P3484,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0,2026-08-03 00:00,2026-08-04 11:45,shift,3,2145,2096,0
P3485,F012,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0,2026-08-07 08:30,2026-08-09 23:59,shift,3,3809,3759,0
P3486,F013,F002,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",67.0,F013,F002,17,T1,1,167.5,2026-08-06 08:45,2026-08-08 09:07,shift,3,2902,2885,0
