person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P2254,A01-T2-H03,10,2,3
P2255,A03-T3-H01,5,1,2
P2256,A01-T1-H01,3,3,4
P2257,A01-T1-H03,4,0,1
P2258,A02-T3-H02,7,0,1
P2259,A01-T3-H02,1,2,3
P2260,A01-T1-H03,3,2,3
P2261,A03-T3-H01,3,0,1
P2262,A03-T2-H01,1,0,2
P2263,A03-T2-H02,7,2,3
P2264,A02-T3-H01,5,2,3
P2265,A01-T2-H01,2,0,1
P2266,A01-T3-H02,1,1,3
P2267,A03-T2-H01,10,1,2
P2268,A02-T2-H02,7,3,4
P2269,A01-T2-H02,6,1,2
P2270,,,,
P2271,A02-T2-H04,5,2,3
P2272,,,,
P2273,A01-T2-H01,10,2,3
P2274,A01-T1-H03,6,0,1
P2275,A03-T3-H01,1,0,1
P2276,A02-T1-H01,1,4,5
P2277,A01-T3-H01,7,1,2
P2278,,,,
P2279,A01-T2-H01,10,2,3
P2280,A02-T3-H02,5,1,3
P2281,A03-T3-H03,3,1,3
P2282,A03-T2-H03,1,0,1
P2283,A01-T1-H01,4,0,2
P2284,A03-T2-H03,1,2,4
P2285,A01-T2-H01,4,2,3
P2286,A01-T2-H01,4,2,3
P2287,,,,
P2288,A01-T3-H01,5,1,2
P2289,A03-T3-H01,1,1,2
P2290,A02-T2-H03,7,2,3
P2291,A03-T3-H01,3,0,1
P2292,A02-T3-H01,5,0,1
P2293,A01-T2-H01,8,0,2
P2294,A02-T2-H04,2,0,2
P2295,A01-T2-H01,9,0,2
P2296,A03-T2-H03,2,1,5
P2297,A02-T2-H04,1,3,4
P2298,A01-T2-H01,5,1,2
P2299,A01-T1-H01,4,2,3
P2300,A02-T3-H02,3,2,3
P2301,A02-T2-H01,1,0,1
P2302,A03-T2-H02,8,2,3
P2303,A01-T3-H01,2,1,2
P2304,A01-T1-H03,4,2,5
P2305,A03-T2-H01,4,3,4
P2306,A01-T2-H01,9,2,3
P2307,A01-T1-H03,4,2,5
P2308,A03-T3-H03,4,1,3
P2309,A01-T2-H02,6,0,1
P2310,A01-T2-H03,9,2,3
P2311,A01-T2-H02,6,1,2
P2312,A01-T1-H03,6,1,4
P2313,A01-T2-H02,2,1,3
P2314,A02-T2-H01,2,0,1
P2315,A03-T2-H01,7,0,2
P2316,A01-T2-H02,7,2,3
P2317,A02-T2-H02,2,0,1
P2318,A01-T3-H01,6,0,1
P2319,A03-T2-H03,3,2,5
P2320,A03-T3-H01,1,3,4
P2321,A02-T2-H02,3,0,1
P2322,A03-T3-H03,4,2,4
P2323,A02-T3-H02,4,0,2
P2324,A03-T2-H03,2,3,5
P2325,A02-T3-H02,5,1,3
P2326,A01-T3-H01,9,0,1
P2327,A03-T3-H03,3,2,3
P2328,A03-T3-H03,4,1,3
P2329,A02-T1-H02,4,3,4
P2330,A03-T3-H01,5,0,1
P2331,A03-T2-H02,8,0,2
P2332,,,,
P2333,A02-T3-H02,7,0,1
P2334,A01-T1-H01,3,0,2
P2335,A03-T3-H03,2,1,3
P2336,A01-T2-H01,2,0,1
P2337,A02-T2-H03,3,1,2
P2338,A03-T2-H03,4,2,4
P2339,A01-T1-H01,4,0,2
P2340,A02-T2-H02,3,1,4
P2341,A01-T3-H01,2,1,2
P2342,A01-T2-H03,7,1,2
P2343,A01-T3-H01,4,0,1
P2344,A01-T3-H02,7,1,3
P2345,A03-T3-H01,1,3,4
P2346,A02-T3-H02,3,0,1
P2347,A03-T3-H02,4,0,2
P2348,A01-T1-H03,5,2,5
P2349,A03-T2-H02,2,2,3
P2350,A03-T2-H02,2,2,3
P2351,A02-T2-H04,2,0,2
P2352,A03-T2-H03,4,1,2
P2353,A02-T3-H01,3,2,3
P2354,A02-T2-H04,6,3,4
P2355,A01-T1-H01,6,0,1
P2356,A01-T2-H01,1,1,3
P2357,A03-T3-H02,1,1,3
P2358,A02-T2-H03,6,0,1
P2359,A03-T2-H02,4,0,2
P2360,A01-T3-H01,1,2,3
P2361,A02-T3-H02,7,1,2
P2362,A01-T3-H01,1,0,1
P2363,A01-T1-H02,6,3,4
P2364,A03-T2-H03,2,0,1
P2365,A03-T2-H02,7,0,2
P2366,A01-T1-H02,4,3,4
P2367,A01-T2-H01,7,1,2
P2368,A01-T3-H02,3,0,1
P2369,A03-T2-H02,6,0,1
P2370,A01-T2-H02,6,1,2
P2371,A01-T2-H03,9,2,3
P2372,A01-T2-H02,2,0,1
P2373,A03-T2-H01,9,1,3
P2374,A03-T3-H02,2,0,1
P2375,A02-T3-H02,4,2,3
P2376,A02-T1-H02,2,2,3
P2377,A02-T2-H02,3,1,4
P2378,A03-T3-H02,5,0,1
P2379,A03-T3-H01,1,1,2
P2380,A03-T2-H02,8,2,3
P2381,A03-T3-H03,1,2,4
P2382,A01-T2-H01,5,0,1
P2383,A02-T2-H01,7,1,3
P2384,A01-T2-H03,5,2,3
P2385,A03-T3-H01,1,3,4
P2386,A03-T3-H02,2,0,1
P2387,A01-T2-H02,1,1,2
P2388,A01-T3-H02,1,1,2
P2389,A02-T3-H01,5,0,2
P2390,A02-T2-H04,6,3,4
P2391,A03-T2-H02,2,2,3
P2392,A01-T3-H02,8,1,2
P2393,A02-T3-H02,7,0,1
P2394,A02-T3-H01,2,1,3
P2395,A03-T2-H02,6,0,1
P2396,A03-T2-H02,6,0,1
P2397,A02-T2-H01,4,0,2
P2398,A03-T2-H02,2,3,4
P2399,A02-T2-H02,9,3,4
P2400,A02-T2-H02,7,0,1
P2401,A02-T2-H03,6,0,1
P2402,A03-T2-H02,8,2,3
P2403,A03-T2-H01,2,3,4
P2404,A01-T1-H03,5,2,4
P2405,A03-T2-H01,1,3,4
P2406,A03-T3-H02,4,1,3
P2407,,,,
P2408,A02-T3-H01,2,0,1
P2409,A01-T3-H01,6,0,1
P2410,A01-T1-H03,5,0,2
P2411,A03-T2-H01,9,1,3
P2412,A01-T1-H01,2,1,3
P2413,A02-T1-H01,1,0,3
P2414,A02-T1-H02,4,3,4
P2415,A01-T1-H01,2,0,1
P2416,A01-T2-H01,1,0,1
P2417,A02-T2-H04,6,3,4
P2418,A02-T2-H04,2,3,4
P2419,A03-T2-H02,6,0,1
P2420,A02-T2-H01,5,3,4
P2421,A02-T1-H01,1,4,5
P2422,A02-T2-H01,6,0,2
P2423,A03-T3-H03,1,2,4
P2424,,,,
P2425,A02-T3-H02,7,0,1
P2426,A02-T3-H02,3,0,1
P2427,A02-T2-H03,5,2,3
P2428,A01-T3-H02,2,1,2
P2429,A02-T2-H02,5,0,1
P2430,A02-T1-H01,2,1,3
P2431,A02-T2-H02,3,1,4
P2432,A01-T2-H03,4,0,1
P2433,A01-T1-H03,1,0,1
P2434,A01-T3-H02,9,1,2
P2435,A02-T2-H04,2,0,2
P2436,A01-T3-H01,4,1,3
P2437,A01-T2-H03,3,1,3
P2438,A02-T3-H01,2,1,3
P2439,A01-T2-H01,8,2,3
P2440,A02-T2-H04,4,0,2
P2441,A02-T2-H03,8,1,2
P2442,A03-T2-H03,4,0,1
P2443,A01-T2-H02,7,2,3
P2444,A01-T3-H01,2,1,2
P2445,A01-T2-H03,5,2,3
P2446,A03-T2-H02,3,0,1
P2447,A01-T2-H01,10,0,2
P2448,A03-T3-H03,1,0,1
P2449,A03-T2-H03,1,2,4
P2450,A03-T3-H01,3,0,1
P2451,A01-T2-H01,2,2,3
P2452,A03-T2-H03,6,1,4
P2453,A02-T1-H02,3,0,1
P2454,A01-T2-H02,7,3,4
P2455,A01-T1-H02,4,3,4
P2456,A02-T2-H04,2,0,2
P2457,A02-T3-H01,5,0,2
P2458,A01-T3-H01,8,2,3
P2459,A03-T2-H03,7,2,4
P2460,A01-T2-H03,5,3,4
P2461,A01-T2-H02,3,1,2
P2462,A02-T3-H02,7,0,1
P2463,A01-T2-H03,9,0,2
P2464,A01-T3-H01,4,0,1
P2465,A02-T2-H01,7,1,4
P2466,A02-T3-H01,5,0,2
P2467,A01-T1-H02,3,1,4
P2468,A02-T3-H02,1,1,2
P2469,A02-T2-H02,5,0,1
P2470,A01-T3-H01,3,0,1
P2471,A02-T2-H01,4,0,1
P2472,A01-T2-H03,6,0,1
P2473,A02-T2-H02,7,2,4
P2474,A03-T3-H03,2,0,1
P2475,A03-T2-H01,8,3,4
P2476,A02-T2-H04,1,2,4
P2477,A03-T2-H02,1,0,1
P2478,A02-T2-H04,1,3,4
P2479,A01-T2-H03,5,2,3
P2480,A03-T2-H03,7,4,5
P2481,A03-T2-H03,10,0,2
P2482,A02-T2-H02,5,1,2
P2483,A01-T3-H02,7,1,2
P2484,A01-T2-H01,5,1,2
P2485,A01-T2-H02,4,0,1
P2486,A02-T1-H01,1,4,5
P2487,A01-T3-H02,2,0,1
P2488,,,,
P2489,A01-T3-H01,9,2,3
P2490,A03-T2-H03,1,0,1
P2491,A01-T2-H03,8,2,3
P2492,A03-T3-H01,2,1,4
P2493,A02-T2-H01,6,0,2
P2494,A02-T2-H03,7,2,3
P2495,A01-T2-H01,6,0,1
P2496,A01-T3-H01,4,1,3
P2497,A03-T3-H01,2,1,2
P2498,A01-T2-H02,8,1,3
P2499,A01-T2-H02,6,0,1
P2500,A02-T2-H01,5,0,1
P2501,A02-T2-H01,2,1,3
P2502,A01-T2-H01,7,2,3
P2503,,,,
P2504,A01-T2-H03,11,1,3
P2505,A03-T2-H01,6,1,2
P2506,A02-T2-H02,9,0,1
P2507,A01-T3-H02,1,1,3
P2508,A03-T3-H01,4,3,4
P2509,A01-T2-H03,1,1,2
P2510,A01-T3-H01,7,1,2
P2511,A03-T2-H01,4,3,4
P2512,A01-T2-H01,10,0,2
P2513,A03-T2-H01,4,3,4
P2514,A02-T3-H02,2,0,1
P2515,A03-T2-H02,5,2,4
P2516,A01-T2-H02,4,3,4
P2517,A02-T2-H01,1,0,1
P2518,A01-T2-H03,10,0,1
P2519,A03-T2-H03,1,2,4
P2520,A01-T1-H01,1,3,4
P2521,A03-T3-H03,3,0,1
P2522,A03-T3-H02,5,1,2
P2523,A01-T2-H02,7,3,4
P2524,A02-T2-H01,1,1,2
P2525,A02-T2-H04,3,3,4
P2526,A01-T1-H02,7,3,4
P2527,A03-T3-H03,5,0,1
P2528,A03-T2-H01,8,3,4
P2529,A02-T3-H02,4,2,3
P2530,A02-T2-H02,5,1,2
P2531,A03-T3-H01,1,0,1
P2532,A02-T2-H04,5,2,3
P2533,A02-T2-H01,3,3,4
P2534,A01-T3-H01,5,1,2
P2535,A02-T2-H04,6,0,1
P2536,,,,
P2537,A01-T2-H03,11,0,1
P2538,A03-T1-H01,1,0,2
P2539,A01-T2-H02,11,2,3
P2540,A02-T1-H02,4,0,1
P2541,A01-T3-H01,2,1,2
P2542,A01-T3-H01,3,1,2
P2543,A02-T2-H02,5,0,1
P2544,A03-T2-H02,4,0,1
P2545,A02-T3-H01,2,2,3
P2546,A01-T3-H01,9,2,3
P2547,A02-T1-H01,2,2,3
P2548,A02-T3-H02,3,0,1
P2549,A01-T2-H03,3,0,1
P2550,A02-T2-H03,8,1,2
P2551,A01-T3-H01,1,0,1
P2552,A02-T2-H04,3,2,4
P2553,,,,
P2554,A01-T3-H01,9,2,3
P2555,A03-T2-H03,6,0,1
P2556,A01-T2-H02,4,3,4
P2557,A02-T2-H04,5,2,3
P2558,A03-T3-H02,3,0,2
P2559,A02-T2-H04,5,1,2
P2560,A01-T2-H01,9,2,3
P2561,A01-T2-H01,3,0,1
P2562,A03-T3-H02,3,0,2
P2563,A02-T2-H04,1,3,4
P2564,A02-T3-H02,3,0,1
P2565,A01-T2-H01,9,2,3
P2566,A01-T2-H01,6,3,4
P2567,A02-T3-H01,4,1,2
P2568,A02-T3-H01,2,1,3
P2569,A03-T3-H03,4,2,4
P2570,A02-T2-H02,8,2,3
P2571,A02-T3-H02,3,0,1
P2572,A02-T1-H02,5,0,1
P2573,A02-T3-H01,2,0,1
P2574,A03-T2-H01,8,3,4
P2575,A03-T3-H02,4,2,3
P2576,A01-T2-H01,4,2,3
P2577,,,,
P2578,A01-T2-H01,5,0,1
P2579,A03-T3-H02,5,1,2
P2580,A02-T3-H02,2,0,1
P2581,A01-T2-H02,8,1,3
P2582,A01-T2-H02,11,2,3
P2583,A03-T3-H02,4,1,3
P2584,A02-T2-H01,3,2,3
P2585,A01-T1-H01,5,1,3
P2586,A01-T3-H01,1,0,2
P2587,A01-T2-H01,1,2,3
P2588,A02-T2-H04,3,2,3
P2589,A02-T2-H04,2,2,4
P2590,A02-T3-H02,6,0,1
P2591,A03-T3-H01,5,1,2
P2592,A03-T2-H03,7,4,5
P2593,A02-T2-H04,6,3,4
P2594,A01-T3-H02,1,2,3
P2595,A02-T2-H01,7,0,1
P2596,A03-T3-H01,1,1,2
P2597,A02-T3-H02,7,0,1
P2598,A02-T2-H02,9,0,3
P2599,A02-T2-H02,8,0,1
P2600,A02-T2-H02,5,1,2
P2601,A01-T3-H01,6,0,1
P2602,A01-T3-H02,7,1,2
P2603,A03-T2-H02,7,2,3
P2604,A03-T2-H02,6,0,1
P2605,A01-T2-H03,8,1,2
P2606,A03-T3-H03,2,2,3
P2607,A02-T2-H04,3,3,4
P2608,A02-T3-H01,3,2,3
P2609,A03-T2-H01,1,2,4
P2610,A01-T2-H01,6,3,4
P2611,A03-T2-H02,4,0,1
P2612,A03-T3-H02,3,3,4
P2613,A02-T2-H02,10,2,3
P2614,A01-T1-H01,4,0,1
P2615,A01-T1-H01,5,0,1
P2616,A01-T2-H01,5,1,2
P2617,A02-T3-H02,6,0,1
P2618,A03-T2-H02,3,0,1
P2619,A03-T2-H02,5,0,2
P2620,A01-T2-H01,8,0,2
P2621,A03-T2-H03,9,3,4
P2622,A02-T3-H02,1,2,3
P2623,A01-T1-H03,5,2,4
P2624,A01-T1-H02,4,1,3
P2625,A01-T2-H01,11,0,1
P2626,A02-T3-H01,2,2,3
P2627,A01-T3-H02,4,0,1
P2628,A01-T1-H01,6,1,2
P2629,A01-T2-H02,9,2,4
P2630,A03-T2-H02,8,2,3
P2631,A02-T2-H02,10,2,3
P2632,A01-T1-H03,3,0,1
P2633,A02-T3-H02,6,0,2
P2634,A03-T2-H02,2,2,3
P2635,A01-T3-H02,7,1,2
P2636,A03-T2-H03,4,0,1
P2637,A02-T3-H02,6,0,2
P2638,A02-T2-H02,6,3,4
P2639,A03-T3-H03,2,1,3
P2640,A03-T2-H02,2,3,4
P2641,A01-T2-H03,1,1,2
P2642,A01-T1-H01,6,0,1
P2643,A03-T2-H02,2,0,1
P2644,A01-T1-H01,4,0,1
P2645,A03-T2-H02,1,1,4
P2646,A01-T2-H01,5,1,2
P2647,A02-T2-H02,3,0,1
P2648,A03-T2-H02,1,0,1
P2649,A03-T2-H02,3,0,1
P2650,A03-T2-H01,5,0,3
P2651,A01-T2-H02,5,1,2
P2652,A02-T2-H03,1,3,4
P2653,A02-T2-H02,8,2,3
P2654,A03-T2-H02,7,0,2
P2655,A03-T2-H03,3,2,5
P2656,A01-T1-H03,4,4,5
P2657,A02-T2-H02,5,0,1
P2658,A01-T2-H01,6,3,4
P2659,A03-T2-H02,7,2,3
P2660,A02-T2-H03,1,3,4
P2661,A01-T2-H03,1,0,1
P2662,A01-T2-H03,2,1,3
P2663,A02-T2-H04,1,0,3
P2664,,,,
P2665,A02-T2-H01,7,0,1
P2666,A03-T2-H01,6,1,2
P2667,A03-T2-H03,7,0,1
P2668,A01-T2-H01,7,2,3
P2669,A01-T3-H02,2,0,1
P2670,A02-T2-H04,5,1,2
P2671,A03-T2-H03,10,1,2
P2672,A03-T2-H01,8,0,2
P2673,A01-T1-H02,4,3,4
P2674,A03-T2-H02,2,0,1
P2675,A02-T3-H02,4,0,2
P2676,A01-T3-H02,9,1,2
P2677,A03-T3-H03,5,0,1
P2678,A01-T2-H01,8,0,1
P2679,A03-T2-H03,8,3,4
P2680,A02-T2-H01,1,3,4
P2681,A02-T2-H04,2,0,2
P2682,A02-T2-H03,7,0,1
P2683,A02-T1-H02,2,0,1
P2684,A01-T1-H03,5,2,5
P2685,A03-T2-H02,1,3,4
P2686,A01-T3-H02,1,1,2
P2687,A03-T2-H03,7,4,5
P2688,A01-T1-H03,5,0,2
P2689,A01-T1-H02,7,0,1
P2690,A02-T2-H02,1,1,2
P2691,A01-T3-H02,7,0,1
P2692,A03-T2-H01,10,0,2
P2693,A01-T2-H03,3,1,3
P2694,A01-T1-H01,2,1,3
P2695,A01-T1-H01,1,0,1
P2696,A01-T1-H03,3,2,3
P2697,A02-T2-H04,5,2,3
P2698,A01-T3-H02,3,0,1
P2699,A02-T2-H01,5,2,4
P2700,A03-T2-H01,8,0,2
P2701,A01-T1-H02,4,1,3
P2702,A02-T2-H02,9,0,1
P2703,A01-T2-H01,3,1,2
P2704,A01-T2-H03,7,1,2
P2705,A02-T1-H02,1,2,4
P2706,A01-T3-H02,2,1,2
P2707,A03-T2-H02,2,3,4
P2708,A02-T2-H04,1,3,4
P2709,A03-T2-H01,2,3,4
P2710,A02-T3-H01,2,0,1
P2711,A01-T2-H01,5,0,1
P2712,A03-T2-H02,6,0,1
P2713,A03-T3-H01,1,3,4
P2714,A03-T2-H01,9,1,3
P2715,A02-T2-H01,7,0,1
P2716,A01-T3-H02,2,0,1
P2717,A01-T3-H01,6,0,1
P2718,A01-T2-H02,2,0,1
P2719,A01-T2-H02,5,0,1
P2720,A01-T1-H01,2,0,1
P2721,A03-T2-H01,4,0,3
P2722,A02-T2-H02,5,0,1
P2723,A02-T2-H02,9,0,1
P2724,A02-T2-H02,9,0,1
P2725,A01-T1-H01,3,0,2
P2726,A03-T2-H01,9,0,1
P2727,A03-T3-H03,1,0,2
P2728,A02-T2-H04,7,1,2
P2729,A02-T2-H03,1,1,4
P2730,A03-T3-H03,3,0,1
P2731,A01-T2-H02,11,0,1
P2732,A01-T3-H01,3,1,2
P2733,A02-T2-H02,10,2,4
P2734,A02-T2-H04,4,2,3
P2735,A01-T1-H02,2,2,3
P2736,A01-T2-H01,7,0,1
P2737,A03-T2-H03,5,1,3
P2738,A01-T1-H02,6,0,3
P2739,A02-T2-H03,1,3,4
P2740,A01-T3-H02,1,2,3
P2741,A01-T1-H01,4,0,2
P2742,A03-T2-H01,2,0,1
P2743,A03-T2-H02,6,0,1
P2744,A01-T1-H03,6,1,4
P2745,A01-T3-H01,3,1,2
P2746,A03-T2-H03,6,0,1
P2747,A02-T2-H03,8,1,2
P2748,,,,
P2749,A02-T3-H01,1,1,2
P2750,A01-T2-H01,7,2,3
P2751,A03-T2-H03,2,0,2
P2752,A02-T3-H01,7,2,4
P2753,A01-T3-H02,7,0,1
P2754,A01-T3-H02,5,2,3
P2755,A03-T2-H03,4,2,4
P2756,A02-T1-H02,3,3,4
P2757,A02-T2-H04,2,3,4
P2758,A03-T2-H03,5,1,3
P2759,A02-T2-H02,3,0,1
P2760,,,,
P2761,A01-T2-H01,8,2,3
P2762,A02-T2-H03,1,3,4
P2763,A03-T2-H03,2,2,3
P2764,A01-T2-H02,9,0,1
P2765,A01-T1-H02,4,1,3
P2766,A03-T3-H01,4,0,1
P2767,A01-T2-H01,3,0,1
P2768,A01-T2-H01,6,0,1
P2769,A01-T1-H02,3,0,2
P2770,,,,
P2771,A02-T2-H03,6,0,1
P2772,A03-T3-H03,4,2,3
P2773,A03-T2-H01,8,3,4
P2774,A01-T2-H03,8,1,2
P2775,A03-T3-H02,2,0,1
P2776,A03-T2-H01,3,0,2
P2777,A01-T2-H01,3,1,2
P2778,A02-T2-H04,6,0,2
P2779,A03-T3-H03,3,0,1
P2780,A01-T1-H03,5,2,5
P2781,A03-T3-H03,2,2,3
P2782,A03-T3-H01,5,0,1
P2783,A03-T2-H01,5,0,2
P2784,A01-T2-H03,8,2,3
P2785,A03-T2-H02,8,0,2
P2786,A03-T3-H03,3,0,1
P2787,A03-T3-H02,5,0,1
P2788,A01-T2-H01,4,2,3
P2789,A01-T2-H02,11,0,2
P2790,A02-T2-H01,2,0,1
P2791,,,,
P2792,A01-T3-H02,6,2,3
P2793,A01-T3-H01,1,0,1
P2794,A01-T1-H02,1,0,1
P2795,A01-T1-H03,2,3,4
P2796,A02-T3-H02,6,0,1
P2797,,,,
P2798,A03-T2-H02,2,2,4
P2799,A03-T2-H01,2,0,1
P2800,A01-T2-H03,2,1,3
P2801,A03-T2-H01,2,0,3
P2802,A03-T2-H01,2,3,4
P2803,A01-T2-H02,2,1,3
P2804,A03-T3-H03,3,2,3
P2805,A01-T2-H01,9,0,2
P2806,,,,
P2807,A01-T2-H03,9,0,2
P2808,A02-T1-H01,2,2,3
P2809,A02-T3-H02,7,0,1
P2810,A02-T1-H02,2,0,1
P2811,A01-T3-H02,9,2,3
P2812,A03-T3-H01,3,1,3
P2813,A01-T1-H02,4,1,3
P2814,A01-T1-H02,4,1,3
P2815,,,,
P2816,A01-T2-H03,2,1,3
P2817,A03-T2-H02,5,2,4
P2818,A03-T3-H01,3,1,3
P2819,A01-T3-H01,6,0,1
P2820,A02-T3-H01,5,0,2
P2821,A01-T3-H01,5,1,2
P2822,,,,
P2823,A01-T3-H02,9,1,2
P2824,A02-T2-H02,8,0,1
P2825,A01-T2-H02,6,0,1
P2826,A02-T3-H01,5,0,2
P2827,A02-T1-H02,2,2,3
P2828,A03-T2-H03,1,0,1
P2829,A01-T3-H01,6,0,1
P2830,A03-T2-H01,7,2,4
P2831,A02-T2-H02,5,0,1
P2832,A03-T2-H01,6,0,1
P2833,A01-T3-H02,1,1,3
P2834,A01-T1-H02,7,3,4
P2835,A03-T2-H03,3,0,1
P2836,A02-T2-H03,7,0,1
P2837,A03-T2-H03,5,0,1
P2838,A02-T3-H01,1,0,1
P2839,A03-T3-H01,5,0,1
P2840,A01-T2-H03,3,0,1
P2841,A01-T2-H02,4,0,1
P2842,A03-T2-H03,9,1,3
P2843,A03-T3-H01,4,0,2
P2844,A01-T2-H01,3,0,1
P2845,A03-T3-H01,2,1,2
P2846,A03-T3-H03,1,0,2
P2847,A03-T3-H02,3,0,2
P2848,A03-T3-H02,4,0,2
P2849,A01-T2-H01,10,2,3
P2850,A03-T2-H01,7,0,2
P2851,A02-T2-H03,8,2,3
P2852,A02-T2-H01,1,3,4
P2853,A01-T2-H01,8,0,2
P2854,A03-T2-H01,8,0,2
P2855,A01-T1-H01,2,1,3
P2856,A03-T2-H02,1,3,4
P2857,A03-T2-H03,2,3,5
P2858,A03-T2-H01,4,0,2
P2859,,,,
P2860,A03-T2-H01,9,1,3
P2861,A03-T3-H02,3,3,4
P2862,A02-T3-H02,1,1,2
P2863,A03-T2-H01,8,0,3
P2864,A01-T2-H02,8,0,1
P2865,A03-T2-H03,4,3,4
P2866,A01-T2-H03,11,0,1
P2867,A02-T3-H01,2,0,1
P2868,A01-T2-H03,6,1,3
P2869,A01-T2-H03,3,0,1
P2870,A03-T2-H01,7,2,3
P2871,A03-T2-H03,6,0,3
P2872,A02-T3-H02,1,2,3
P2873,A02-T3-H02,5,0,1
P2874,A02-T1-H02,3,3,4
P2875,A01-T2-H03,5,3,4
P2876,A01-T1-H02,5,0,1
P2877,A01-T3-H02,4,0,1
P2878,A01-T1-H03,3,0,1
P2879,A01-T1-H03,2,3,4
P2880,A01-T3-H01,6,0,1
P2881,A03-T3-H02,2,0,1
P2882,A03-T3-H03,3,1,3
P2883,A01-T2-H03,5,2,3
P2884,A01-T3-H02,6,1,2
P2885,A01-T2-H02,7,0,1
P2886,A03-T3-H02,1,2,3
P2887,A01-T1-H01,3,3,4
P2888,A02-T3-H02,1,2,3
P2889,A03-T2-H03,2,0,2
P2890,A03-T2-H03,8,3,4
P2891,A01-T3-H01,2,1,2
P2892,A03-T3-H03,1,2,4
P2893,A03-T2-H01,8,0,2
P2894,A01-T3-H02,2,1,2
P2895,A01-T1-H03,2,3,4
P2896,A01-T2-H01,8,0,2
P2897,A02-T3-H01,4,1,2
P2898,A01-T3-H01,9,0,2
P2899,A03-T2-H03,3,2,3
P2900,A02-T2-H03,8,0,1
P2901,A03-T2-H02,5,0,1
P2902,A02-T2-H04,4,0,2
P2903,A01-T2-H02,2,1,3
P2904,A01-T1-H03,2,0,1
P2905,A02-T3-H01,5,2,3
P2906,A02-T2-H02,5,1,2
P2907,A01-T1-H03,1,0,1
P2908,A01-T2-H01,3,0,1
P2909,A01-T1-H01,5,1,3
P2910,A01-T2-H02,11,2,3
P2911,A01-T3-H01,5,1,2
P2912,A03-T2-H03,1,0,2
P2913,A03-T2-H01,2,0,1
P2914,A03-T2-H01,4,0,2
P2915,A03-T2-H01,6,3,4
P2916,A01-T1-H03,5,4,5
P2917,A01-T2-H01,10,2,3
P2918,A02-T3-H01,7,2,4
P2919,A03-T3-H02,2,1,3
P2920,A01-T2-H03,5,2,3
P2921,A02-T3-H02,1,2,3
P2922,A03-T2-H01,3,0,1
P2923,A02-T1-H02,5,1,3
P2924,A02-T3-H02,3,2,3
P2925,A02-T2-H02,1,1,2
P2926,A03-T2-H03,4,2,4
P2927,A01-T2-H03,6,1,3
P2928,A01-T2-H01,1,0,1
P2929,A01-T1-H01,1,0,1
P2930,A03-T2-H02,1,0,2
P2931,A03-T2-H01,2,2,3
P2932,A01-T1-H03,1,0,1
P2933,A02-T2-H01,6,0,2
P2934,A02-T2-H03,8,1,2
P2935,A03-T3-H02,2,0,1
P2936,A03-T3-H03,3,1,3
P2937,A01-T1-H02,2,2,3
P2938,A01-T3-H01,6,0,1
P2939,A03-T2-H03,5,0,1
P2940,A02-T3-H01,5,0,2
P2941,A01-T2-H02,3,1,2
P2942,A01-T2-H03,11,0,1
P2943,A02-T2-H04,4,0,2
P2944,A01-T2-H01,5,1,2
P2945,A03-T2-H02,1,0,2
P2946,A01-T2-H02,7,2,3
P2947,,,,
P2948,A03-T2-H02,5,2,4
P2949,A01-T1-H03,1,2,3
P2950,A02-T2-H03,7,2,3
P2951,A03-T3-H02,5,1,2
P2952,A02-T2-H01,7,1,4
P2953,A01-T2-H01,3,0,1
P2954,,,,
P2955,A02-T3-H01,4,0,1
P2956,A03-T3-H01,3,0,1
P2957,A03-T1-H01,1,2,3
P2958,A01-T3-H02,6,1,2
P2959,A02-T2-H01,7,1,4
P2960,A01-T3-H01,2,1,2
P2961,A01-T1-H03,1,2,3
P2962,A02-T2-H02,7,2,4
P2963,A03-T2-H01,2,2,3
P2964,A02-T2-H01,5,2,4
P2965,A03-T3-H03,3,0,1
P2966,A03-T2-H01,1,0,2
P2967,A02-T3-H02,5,2,3
P2968,A03-T2-H01,4,0,3
P2969,A01-T2-H01,9,0,1
P2970,A03-T2-H02,1,2,4
P2971,A02-T3-H01,2,0,1
P2972,A03-T3-H03,2,0,1
P2973,A03-T3-H03,2,1,3
P2974,A03-T3-H02,4,0,1
P2975,A01-T2-H01,3,1,2
P2976,A02-T3-H01,6,1,2
P2977,A03-T2-H01,2,3,4
P2978,A01-T1-H03,3,0,1
P2979,A03-T3-H01,1,1,2
P2980,A01-T2-H03,9,2,3
P2981,A01-T2-H02,1,1,2
P2982,A01-T1-H02,1,0,1
P2983,A03-T2-H02,5,2,4
P2984,A03-T3-H03,3,0,1
P2985,A01-T3-H02,9,2,3
P2986,A02-T3-H01,3,2,3
P2987,A03-T2-H01,4,3,4
P2988,A02-T2-H04,3,2,4
P2989,A01-T2-H02,7,2,3
P2990,A01-T3-H01,3,0,1
P2991,A01-T1-H01,2,0,1
P2992,A01-T2-H01,4,2,3
P2993,A02-T2-H02,1,1,2
P2994,A01-T2-H03,3,1,3
P2995,A03-T3-H03,3,1,3
P2996,A01-T2-H03,11,0,1
P2997,A02-T2-H04,1,3,4
P2998,A02-T2-H02,8,0,1
P2999,A01-T2-H02,11,0,2
P3000,A01-T1-H02,3,1,4
P3001,A02-T2-H03,8,1,2
