person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg
P3003,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5
P3004,LAND,F038,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5
P3005,F026,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F026,A01,49,T1,0,510.0
P3006,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P3007,F014,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",38.0,F014,F017,10,T1,1,95.0
P3008,LAND,F044,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,A03,F044,87,T2,1,792.5
P3009,F028,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F028,A01,53,T1,0,542.5
P3010,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P3011,F022,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",33.0,F022,F033,8,T1,1,82.5
P3012,F026,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F026,A01,49,T1,0,510.0
P3013,A02,F026,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,204.0,"[""A01"", ""A02"", ""A03""]",221.0,A02,F026,54,T1,1,552.5
P3014,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P3015,F021,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",37.0,F021,F027,9,T1,1,92.5
P3016,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P3017,F051,F038,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",17.0,F051,F038,5,T1,1,42.5
P3018,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P3019,F027,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F027,A01,46,T1,0,477.5
P3020,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5
P3021,F018,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,196.0,"[""A01"", ""A02"", ""A03""]",214.0,F018,A02,52,T1,0,535.0
P3022,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5
P3023,A03,F043,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5
P3024,F048,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,F048,A03,70,T2,0,635.0
P3025,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P3026,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P3027,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0
P3028,LAND,F042,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,A03,F042,101,T2,1,920.0
P3029,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P3030,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P3031,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0
P3032,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0
P3033,F001,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",50.0,F001,F005,12,T1,1,125.0
P3034,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P3035,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5
P3036,F026,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",35.0,F026,F033,9,T1,1,87.5
P3037,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5
P3038,F045,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",45.0,F045,F048,11,T1,1,112.5
P3039,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P3040,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5
P3041,A02,F031,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P3042,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P3043,F046,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,227.0,"[""A02"", ""A03"", ""A01""]",234.0,F046,A03,57,T1,0,585.0
P3044,A02,F019,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,204.0,"[""A01"", ""A02"", ""A03""]",216.0,A02,F019,52,T1,1,540.0
P3045,F003,F008,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,221.0,"[""A01"", ""A02"", ""A03""]",38.0,F003,F008,10,T1,1,95.0
P3046,F024,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",20.0,F024,F027,5,T1,1,50.0
P3047,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0
P3048,A03,F039,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5
P3049,F034,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,246.0,"[""A01"", ""A02"", ""A03""]",255.0,F034,A02,70,T2,0,637.5
P3050,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5
P3051,F039,F052,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",44.0,F039,F052,11,T1,1,110.0
P3052,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0
P3053,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P3054,F044,F037,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",54.0,F044,F037,13,T1,1,135.0
P3055,LAND,F002,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F002,53,T1,1,542.5
P3056,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P3057,F044,F037,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",54.0,F044,F037,13,T1,1,135.0
P3058,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5
P3059,F008,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,221.0,"[""A01"", ""A02"", ""A03""]",221.0,F008,A01,54,T1,0,552.5
P3060,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P3061,F024,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F024,A01,51,T1,0,527.5
P3062,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0
P3063,LAND,F003,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,A01,F003,47,T1,1,480.0
P3064,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5
P3065,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P3066,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P3067,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5
P3068,F006,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",14.0,F006,F007,4,T1,1,35.0
P3069,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P3070,F049,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",34.0,F049,F048,9,T1,1,85.0
P3071,F050,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5
P3072,F021,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,218.0,"[""A01"", ""A02"", ""A03""]",220.0,F021,A02,53,T1,0,550.0
P3073,F023,F032,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",14.0,F023,F032,4,T1,1,35.0
P3074,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P3075,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0
P3076,F052,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",23.0,F052,F048,6,T1,1,57.5
P3077,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5
P3078,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P3079,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P3080,F050,F043,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",115.0,F050,F043,28,T1,1,287.5
P3081,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P3082,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P3083,A02,F022,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,194.0,"[""A01"", ""A02"", ""A03""]",208.0,A02,F022,50,T1,1,520.0
P3084,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P3085,F040,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0
P3086,F021,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,F021,A01,53,T1,0,545.0
P3087,LAND,F023,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,A02,F023,73,T2,1,667.5
P3088,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P3089,LAND,F041,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0
P3090,LAND,F024,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,A01,F024,51,T1,1,527.5
P3091,F017,F014,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",38.0,F017,F014,10,T1,1,95.0
P3092,A01,F013,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5
P3093,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P3094,LAND,F043,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5
P3095,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5
P3096,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P3097,F007,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,F007,A01,56,T1,0,582.5
P3098,LAND,F015,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F015,46,T1,1,477.5
P3099,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P3100,F016,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5
P3101,A02,F027,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,191.0,"[""A01"", ""A02"", ""A03""]",198.0,A02,F027,48,T1,1,495.0
P3102,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P3103,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5
P3104,A02,F027,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,191.0,"[""A01"", ""A02"", ""A03""]",198.0,A02,F027,48,T1,1,495.0
P3105,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P3106,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P3107,F049,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,239.0,"[""A02"", ""A03"", ""A01""]",243.0,F049,A03,59,T1,0,607.5
P3108,A01,F011,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5
P3109,A02,F027,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,191.0,"[""A01"", ""A02"", ""A03""]",198.0,A02,F027,48,T1,1,495.0
P3110,F019,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",24.0,F019,F033,6,T1,1,60.0
P3111,F032,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P3112,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P3113,A01,F004,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P3114,A02,F018,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,196.0,"[""A01"", ""A02"", ""A03""]",214.0,A02,F018,52,T1,1,535.0
P3115,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0
P3116,F005,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,F005,A01,46,T1,0,475.0
P3117,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P3118,A01,F009,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P3119,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P3120,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P3121,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P3122,F036,F046,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",41.0,F036,F046,10,T1,1,102.5
P3123,F024,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F024,A01,51,T1,0,527.5
P3124,F036,F049,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",57.0,F036,F049,14,T1,1,142.5
P3125,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5
P3126,LAND,F038,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5
P3127,F014,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,F014,A01,40,T1,0,410.0
P3128,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P3129,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P3130,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5
P3131,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0
P3132,F012,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0
P3133,F026,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F026,A01,49,T1,0,510.0
P3134,F004,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",36.0,F004,F007,9,T1,1,90.0
P3135,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P3136,LAND,F025,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,A01,F025,49,T1,1,505.0
P3137,A01,F009,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P3138,LAND,F001,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5
P3139,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5
P3140,F007,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,F007,A01,56,T1,0,582.5
P3141,F039,F052,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",44.0,F039,F052,11,T1,1,110.0
P3142,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P3143,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P3144,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5
P3145,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5
